Date,M2MS,FedFundsRate,CPI
2008-12-01,8192.1,0.15516129032258100000,2.6304305
2009-01-01,8273.7,0.15419354838709700000,2.5522481
2009-02-01,8303.1,0.22214285714285700000,2.5594949
2009-03-01,8369.3,0.18064516129032300000,2.4535819
2009-04-01,8372.9,0.15033333333333300000,2.3761457
2009-05-01,8430.7,0.17741935483871000000,2.2888288
2009-06-01,8440.5,0.20633333333333300000,2.0898948
2009-07-01,8445.1,0.15580645161290300000,1.9228669
2009-08-01,8445.0,0.16032258064516100000,1.7701932
2009-09-01,8444.2,0.14666666666666700000,1.6158958
2009-10-01,8471.1,0.11806451612903200000,1.5209969
2009-11-01,8500.8,0.11900000000000000000,1.3714917
2009-12-01,8496.0,0.11806451612903200000,1.3248615
2010-01-01,8458.1,0.11000000000000000000,1.1770019
2010-02-01,8507.4,0.12642857142857100000,1.0548474
2010-03-01,8504.5,0.16451612903225800000,0.93183853
2010-04-01,8535.2,0.19833333333333300000,0.87602978
2010-05-01,8589.9,0.20064516129032300000,0.7998678
2010-06-01,8609.0,0.17666666666666700000,0.78483473
2010-07-01,8618.8,0.18258064516129000000,0.74959322
2010-08-01,8669.1,0.18935483870967700000,0.69562861
2010-09-01,8700.1,0.19466666666666700000,0.6676136
2010-10-01,8749.4,0.19129032258064500000,0.67526624
2010-11-01,8770.0,0.19433333333333300000,0.82600201
2010-12-01,8801.8,0.18322580645161300000,0.83710132
2011-01-01,8823.1,0.16838709677419400000,0.96003713
2011-02-01,8886.9,0.15678571428571400000,1.1238816
2011-03-01,8943.5,0.13870967741935500000,1.1861014
2011-04-01,9004.9,0.09800000000000000000,1.21555
2011-05-01,9075.5,0.09387096774193550000,1.2613949
2011-06-01,9151.0,0.09200000000000000000,1.2990532
2011-07-01,9316.6,0.07096774193548390000,1.4236275
2011-08-01,9507.6,0.09580645161290320000,1.6569751
2011-09-01,9528.3,0.08400000000000000000,1.7268145
2011-10-01,9562.1,0.07064516129032260000,1.8413647
2011-11-01,9612.6,0.08100000000000000000,1.8407168
2011-12-01,9660.1,0.07161290322580650000,2.0478499
2012-01-01,9733.3,0.08193548387096770000,2.1159285
2012-02-01,9785.7,0.10379310344827600000,2.0181912
2012-03-01,9830.6,0.12677419354838700000,2.1247577
2012-04-01,9884.6,0.13933333333333300000,2.1937928
2012-05-01,9928.4,0.15580645161290300000,2.1896843
2012-06-01,9999.3,0.16166666666666700000,2.2407468
2012-07-01,10051.8,0.15645161290322600000,2.2616531
2012-08-01,10121.3,0.13225806451612900000,2.1718632
2012-09-01,10200.8,0.14433333333333300000,2.2199385
2012-10-01,10267.3,0.15838709677419400000,2.2070705
2012-11-01,10337.6,0.16066666666666700000,2.1959869
2012-12-01,10459.7,0.16451612903225800000,2.1097305
2013-01-01,10479.5,0.14258064516129000000,2.0682971
2013-02-01,10482.0,0.14500000000000000000,2.146017
2013-03-01,10550.0,0.14354838709677400000,2.0999025
2013-04-01,10585.9,0.14500000000000000000,1.9354319
2013-05-01,10628.2,0.10903225806451600000,1.907797
2013-06-01,10684.9,0.09366666666666670000,1.8766189
2013-07-01,10730.8,0.09258064516129030000,1.867879
2013-08-01,10790.2,0.08290322580645160000,1.9142202
2013-09-01,10841.3,0.08000000000000000000,1.8904211
2013-10-01,10956.7,0.08709677419354840000,1.8687356
2013-11-01,10969.0,0.08433333333333330000,1.8930866
2013-12-01,11028.8,0.08516129032258060000,1.8711904
2014-01-01,11078.9,0.07161290322580650000,1.8218145
2014-02-01,11161.0,0.06642857142857140000,1.7891863
2014-03-01,11200.2,0.07806451612903230000,1.8208567
2014-04-01,11256.9,0.09033333333333330000,2.0251612
2014-05-01,11326.3,0.08709677419354840000,2.1282345
2014-06-01,11380.7,0.09566666666666670000,2.1433409
2014-07-01,11439.9,0.09096774193548390000,2.1008094
2014-08-01,11469.4,0.08806451612903230000,1.9625042
2014-09-01,11502.8,0.08833333333333330000,1.954047
2014-10-01,11563.4,0.08903225806451610000,2.0060187
2014-11-01,11604.7,0.09200000000000000000,2.0043657
2014-12-01,11681.5,0.12258064516129000000,1.9711259
2015-01-01,11745.2,0.11483870967741900000,1.985653
2015-02-01,11863.9,0.11071428571428600000,1.9819969
2015-03-01,11879.6,0.11290322580645200000,1.9991371
2015-04-01,11927.4,0.12466666666666700000,2.0631236
2015-05-01,11960.3,0.12322580645161300000,2.0668869
2015-06-01,12005.8,0.12900000000000000000,2.1147326
